word,reading,pos,meaning,collocation,count,source,is_n2_core,examples,meaning_detail,quadrant
熟成,じゅくせい,名詞,成熟,熟成が進む / 熟成を待つ / 熟成が必要,3,真题,否,という過程です。 / 工するかをじっくり考え熟成させることです。,①熟成（チーズの熟成｜奶酪的熟成）②熟成（ワインの熟成｜葡萄酒的熟成）,边缘词
エレベーター,えれべーたー,名詞,电梯,エレベーターに乗る / エレベーターが動く / エレベーターを待つ,3,真题,否,点検のため、午前中はエレベーターの使用を廃止します。 / 自転車だけを運ぶエレベーターが設置されており、地上で自転車をエレベーターに乗せてボタン,①电梯（ビルの中にある｜在大楼里的电梯）,边缘词
スキル,すきる,名詞,技能,スキルを磨く / スキルが必要 / スキルを身につける,3,真题,否,(注2) スキル:ここでは、技術 / て、スキルが上がっていき、その後得をするだろう。,①技能（仕事に必要な能力｜工作所需的技能）,边缘词
見通し,みとおし,名詞,展望,見通しが明るい / 見通しを立てる / 見通しが悪い,3,真题,否,(注1) 目算が立つ 見通しがつく / という決断をするときに、その見通しをつけたいと思っているのだ。,①前景（将来の予測｜未来的预测）②视野（物事の見え方｜事物的视野）,边缘词
決心,けっしん,名詞,决心,決心をする / 決心が固い / 決心を伝える,3,真题,否,二度目の宇宙飛行への挑戦(注1)を決心したとき、 毛利さんはすでに四十八歳にな / のアミエルという人が 「決心する前に、 完全な見通しをつけようとする者は、 決心することができな,①决心（強い意志を持つこと｜要有坚定的意志）,边缘词
かけ湯,かけゆ,名詞,热水,かけ湯をする / かけ湯が熱い / かけ湯を準備する,3,真题,否,「かけ湯」 / を 49 0,①浇水（体を温めるための｜用来温暖身体的浇水）,边缘词
詰め合わせ,つめあわせ,名詞,组合,詰め合わせを作る / 詰め合わせが人気 / 詰め合わせを選ぶ,3,真题,否,「緑山牧場チーズ詰め合わせ」 / わが社の人気商品「緑山牧場チーズ詰め合わせ」,①组合（いろいろなものをまとめる｜把各种东西放在一起）,边缘词
枠,わく,名詞,框架,枠を超える / 枠を作る / 枠がある,3,真题,否,見えない枠が見えるようになる。 / 見えない枠が変なものだと気づく。,①框架（物事の枠組み｜事情的框架）②范围（限界や範囲｜限度和范围）,边缘词
張りめぐらせる,はりめぐらせる,動詞,张贴,張りめぐらせるネット / 張りめぐらせる計画 / 張りめぐらせる広告,3,真题,否,を求めて根を張りめぐらせます。 / (注2) 張りめぐらせる : 広く張る,①张贴（広がるように設置する｜设置得像是要扩展一样）,边缘词
定休,ていきゅう,名詞,定休,定休の日 / 定休を守る / 定休が決まる,3,真题,否,店は木曜日が定休日でした。 / 鍵の受け取り日が定休日の場合は、ほかの支店で受け取れると書い,①定休（決まった休みの日｜固定的休息日）,边缘词
勝者,しょうしゃ,名詞,胜者,勝者が決まる / 勝者になる / 勝者を称える,3,真题,否,どの生物もすべての環境条件で競争の勝者になることはできません。 / 条件が違えば、勝者が敗者になり、敗者が勝者になるのが自然の生物社会です。,①胜者（競争に勝った人｜在竞争中获胜的人）,边缘词
敗者,はいしゃ,名詞,败者,敗者の気持ち / 敗者が受け入れる / 敗者を尊重する,3,真题,否,条件が違えば、勝者が敗者になり、敗者が勝者になるのが自然の生物社会です。 / 競争は敗者を排除(注2)するプロセスではなく、 多様な環境の中にそれぞれの生物の,①失败者（彼は敗者です｜他是失败者）②落选者（彼は敗者になった｜他成了落选者）,边缘词
司書,ししょ,名詞,图书管理员,司書が本を管理する / 司書に相談する / 司書が情報を提供する,3,真题,否,(注1)司書:図書館で専門的な仕事をする職員 / 以下は図書館で司書(注1)が子供たちに本を読んで聞かせることについて書かれた文,①图书管理员（彼女は司書です｜她是图书管理员）②书籍管理者（司書の仕事｜图书管理的工作）,边缘词
語り手,かたりて,名詞,叙述者,語り手が物語を語る / 語り手に感情を込める / 語り手が視点を変える,3,真题,否,その時、語り手が主役ではありません。 / 筆者によると、 本を読み聞かせるために語り手はどんな準備をしているか,①叙述者（彼は語り手です｜他是叙述者）②讲述者（語り手の視点｜讲述者的视角）,边缘词
読みこむ,よみこむ,動詞,深入阅读,読みこむことが大切だ / 読みこむために時間をかける / 読みこむ内容を選ぶ,3,真题,否,著者の思いを届けるために、 何度も読みこんで内容を理解し練習する。 / 読み聞かせの場合も、本文をほとんど暗記するほどに読みこむことが必要とさ,①深入阅读（本を読みこむ｜深入阅读书籍）②仔细阅读（資料を読みこむ｜仔细阅读资料）,边缘词
土台,どだい,名詞,基础,土台を築く / 土台がしっかりしている / 土台に基づく,3,真题,否,知識は、頭の中に貯えられた記憶の体験が土台になるのである。 / どんなことでも記憶しておけば、 創造力やアイデアの土台になる,①基础（土台が必要です｜需要基础）②根基（しっかりした土台｜坚实的根基）,边缘词
衛星,えいせい,名,卫星,衛星が地球を回る / 衛星に信号を送る / 衛星が情報を伝える,2,两者,是,などの装置が作られている。 / 人工衛星技術の進歩により信頼性の高い気,①卫星（地球の衛星｜地球的卫星）②人造卫星（衛星が飛んでいる｜人造卫星在飞行）,社区推荐
恩恵,おんけい,名,恩惠；受到好处,恩恵に浴する（沾恩惠；受到好处）,2,两者,是,知らなくても、その恩恵を受けることができる。 / 象予測が可能になるなど、 身近な生活でも、私たち多くの恩恵を受けていることは誰もが認める事実だ,①恩惠（彼の恩恵を受ける｜接受他的恩惠）②好处（恩恵を感じる｜感受到好处）,社区推荐
核心,かくしん,名,核心，关键,核心が明らかになる / 核心に迫る / 核心を理解する,2,两者,是,"(注3) 核心: 一番大切な部分 / て,話したことをすべてメモしていたら、 (注3) 核心が見えなくなる。",①核心（問題の核心｜问题的核心）②中心（核心を突く｜直击中心）,社区推荐
加減,かげん,名·他サ,调节；程度,湯の加減（水的凉热程度）,2,两者,是,いい人だ」 / と判断を変えてしまうのだから、人間の好悪の感情なんて実にいい加減なものだ。,①增减（加減が必要です｜需要增减）②调节（加減を考える｜考虑调节）,社区推荐
株,かぶ,名,股份,株を買う / 株が上がる / 株に投資する,2,两者,是,すべてを、6月22日までに三村株(かぶ)式(しき)会社に発送する。 / 欠陥があるものを、 6月22日までに三村株 (かぶ)式(しき) 会社に発送する。,①股票（株を買う｜买股票）②植物的茎（株が育つ｜植物的茎在生长）,社区推荐
雷,かみなり,名,雷,雷がなる（打雷）,2,两者,是,雷鳴りが出したと思ったら、さっさと雨が降り出した / 雷が鳴り出したと思ったら、さっさと雨が降り出した。,①雷电（雷が鳴った｜雷声响了）②惊吓（雷に驚いた｜被雷吓到了）,社区推荐
館内,かんない,名,馆内,館内でイベントが行われる / 館内に入る / 館内の案内をする,2,两者,是,館内の体験教室で、ガラス作品作りが体験できます。 / 当日のお持ち帰りをご希望の場合は、それぞれの待ち時間の間、 館内を鑑賞しながらお待ちになる,①馆内（館内は静かだ｜馆内很安静）,社区推荐
願望,がんぼう,名·他サ,愿望,願望がかなう（如愿以偿）,2,两者,是,以前は、海外で暮らしたいという願望が強かった。 / 小説を書いて世に発表したいという願望は、自分というものを,①愿望（彼の願望は叶った｜他的愿望实现了）②希望（願望を持つ｜怀有希望）,社区推荐
期限,きげん,名,期限,期限になる（到期）,2,两者,是,相手に引き渡す期限が設定されている場合 / . あしたで定期券の期限が尽きるので、新しいのを買いに行った。,①截止日期（期限が迫っている｜截止日期快到了）②时限（期限を守る｜遵守时限）,社区推荐
